barcode,style_code,item_description,brand,category,color,size,planned_mrp,selling_price,cost_price,hsn_code,gst_percentage,stock_quantity
7007007007225,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,350.0,,5.0,100
7007007007226,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,350.0,,5.0,100
7007007007227,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,350.0,,5.0,100
7007007007228,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,350.0,,5.0,100
7007007007229,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,350.0,,5.0,100
7007007007230,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,350.0,,5.0,100
7007007007231,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,350.0,,5.0,100
7007007007232,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,350.0,,5.0,100
7007007007233,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,35,1799.0,1799.0,350.0,,5.0,100
7007007007234,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,36,1799.0,1799.0,350.0,,5.0,100
7007007007235,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,37,1799.0,1799.0,350.0,,5.0,100
7007007007236,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,38,1799.0,1799.0,350.0,,5.0,100
7007007007237,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,39,1799.0,1799.0,350.0,,5.0,100
7007007007238,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,40,1799.0,1799.0,350.0,,5.0,100
7007007007239,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,41,1799.0,1799.0,350.0,,5.0,100
7007007007240,CH-14-D,COMFORT,TATTLY THREADS,Apparel,BRONZE,42,1799.0,1799.0,350.0,,5.0,100
7007007007241,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,350.0,,5.0,100
7007007007242,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,350.0,,5.0,100
7007007007243,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,350.0,,5.0,100
7007007007244,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,350.0,,5.0,100
7007007007245,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,350.0,,5.0,100
7007007007246,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,350.0,,5.0,100
7007007007247,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,350.0,,5.0,100
7007007007248,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,350.0,,5.0,100
7007007007249,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,35,1799.0,1799.0,350.0,,5.0,100
7007007007250,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,36,1799.0,1799.0,350.0,,5.0,100
7007007007251,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,37,1799.0,1799.0,350.0,,5.0,100
7007007007252,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,38,1799.0,1799.0,350.0,,5.0,100
7007007007253,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,39,1799.0,1799.0,350.0,,5.0,100
7007007007254,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,40,1799.0,1799.0,350.0,,5.0,100
7007007007255,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,41,1799.0,1799.0,350.0,,5.0,100
7007007007256,CH-15-D,COMFORT,TATTLY THREADS,Apparel,BROWN,42,1799.0,1799.0,350.0,,5.0,100
7007007007257,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,360.0,,5.0,100
7007007007258,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,360.0,,5.0,100
7007007007259,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,360.0,,5.0,100
7007007007260,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,360.0,,5.0,100
7007007007261,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,360.0,,5.0,100
7007007007262,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,360.0,,5.0,100
7007007007263,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,360.0,,5.0,100
7007007007264,CH-16-D,COMFORT,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,360.0,,5.0,100
7007007007265,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,35,1799.0,1799.0,360.0,,5.0,100
7007007007266,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,36,1799.0,1799.0,360.0,,5.0,100
7007007007267,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,37,1799.0,1799.0,360.0,,5.0,100
7007007007268,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,38,1799.0,1799.0,360.0,,5.0,100
7007007007269,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,39,1799.0,1799.0,360.0,,5.0,100
7007007007270,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,40,1799.0,1799.0,360.0,,5.0,100
7007007007271,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,41,1799.0,1799.0,360.0,,5.0,100
7007007007272,CH-16-D,COMFORT,TATTLY THREADS,Apparel,CHIKKU,42,1799.0,1799.0,360.0,,5.0,100
7007007007273,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,35,2499.0,2499.0,475.0,,5.0,100
7007007007274,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,36,2499.0,2499.0,475.0,,5.0,100
7007007007275,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,37,2499.0,2499.0,475.0,,5.0,100
7007007007276,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,38,2499.0,2499.0,475.0,,5.0,100
7007007007277,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,39,2499.0,2499.0,475.0,,5.0,100
7007007007278,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,40,2499.0,2499.0,475.0,,5.0,100
7007007007279,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,41,2499.0,2499.0,475.0,,5.0,100
7007007007280,CH-17-D,PARTY,TATTLY THREADS,Apparel,GUNMETAL,42,2499.0,2499.0,475.0,,5.0,100
7007007007281,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,35,2499.0,2499.0,475.0,,5.0,100
7007007007282,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,36,2499.0,2499.0,475.0,,5.0,100
7007007007283,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,37,2499.0,2499.0,475.0,,5.0,100
7007007007284,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,38,2499.0,2499.0,475.0,,5.0,100
7007007007285,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,39,2499.0,2499.0,475.0,,5.0,100
7007007007286,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,40,2499.0,2499.0,475.0,,5.0,100
7007007007287,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,41,2499.0,2499.0,475.0,,5.0,100
7007007007288,CH-17-D,PARTY,TATTLY THREADS,Apparel,GOLD,42,2499.0,2499.0,475.0,,5.0,100
7007007007289,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,35,2099.0,2099.0,390.0,,5.0,100
7007007007290,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,36,2099.0,2099.0,390.0,,5.0,100
7007007007291,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,37,2099.0,2099.0,390.0,,5.0,100
7007007007292,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,38,2099.0,2099.0,390.0,,5.0,100
7007007007293,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,39,2099.0,2099.0,390.0,,5.0,100
7007007007294,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,40,2099.0,2099.0,390.0,,5.0,100
7007007007295,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,41,2099.0,2099.0,390.0,,5.0,100
7007007007296,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BLACK,42,2099.0,2099.0,390.0,,5.0,100
7007007007297,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,35,2099.0,2099.0,390.0,,5.0,100
7007007007298,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,36,2099.0,2099.0,390.0,,5.0,100
7007007007299,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,37,2099.0,2099.0,390.0,,5.0,100
7007007007300,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,38,2099.0,2099.0,390.0,,5.0,100
7007007007301,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,39,2099.0,2099.0,390.0,,5.0,100
7007007007302,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,40,2099.0,2099.0,390.0,,5.0,100
7007007007303,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,41,2099.0,2099.0,390.0,,5.0,100
7007007007304,CH-18-E,REGULAR,TATTLY THREADS,Apparel,BROWN,42,2099.0,2099.0,390.0,,5.0,100
7007007007305,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,35,1599.0,1599.0,325.0,,5.0,100
7007007007306,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,36,1599.0,1599.0,325.0,,5.0,100
7007007007307,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,37,1599.0,1599.0,325.0,,5.0,100
7007007007308,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,38,1599.0,1599.0,325.0,,5.0,100
7007007007309,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,39,1599.0,1599.0,325.0,,5.0,100
7007007007310,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,40,1599.0,1599.0,325.0,,5.0,100
7007007007311,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,41,1599.0,1599.0,325.0,,5.0,100
7007007007312,CH-19-E,BASIC,TATTLY THREADS,Apparel,CREAM,42,1599.0,1599.0,325.0,,5.0,100
7007007007313,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,35,1599.0,1599.0,325.0,,5.0,100
7007007007314,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,36,1599.0,1599.0,325.0,,5.0,100
7007007007315,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,37,1599.0,1599.0,325.0,,5.0,100
7007007007316,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,38,1599.0,1599.0,325.0,,5.0,100
7007007007317,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,39,1599.0,1599.0,325.0,,5.0,100
7007007007318,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,40,1599.0,1599.0,325.0,,5.0,100
7007007007319,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,41,1599.0,1599.0,325.0,,5.0,100
7007007007320,CH-19-E,BASIC,TATTLY THREADS,Apparel,TAN,42,1599.0,1599.0,325.0,,5.0,100
7007007007321,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,35,1699.0,1699.0,345.0,,5.0,100
7007007007322,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,36,1699.0,1699.0,345.0,,5.0,100
7007007007323,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,37,1699.0,1699.0,345.0,,5.0,100
7007007007324,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,38,1699.0,1699.0,345.0,,5.0,100
7007007007325,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,39,1699.0,1699.0,345.0,,5.0,100
7007007007326,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,40,1699.0,1699.0,345.0,,5.0,100
7007007007327,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,41,1699.0,1699.0,345.0,,5.0,100
7007007007328,SND-02-E,BASIC,TATTLY THREADS,Apparel,BLACK,42,1699.0,1699.0,345.0,,5.0,100
7007007007329,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,35,1699.0,1699.0,345.0,,5.0,100
7007007007330,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,36,1699.0,1699.0,345.0,,5.0,100
7007007007331,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,37,1699.0,1699.0,345.0,,5.0,100
7007007007332,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,38,1699.0,1699.0,345.0,,5.0,100
7007007007333,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,39,1699.0,1699.0,345.0,,5.0,100
7007007007334,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,40,1699.0,1699.0,345.0,,5.0,100
7007007007335,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,41,1699.0,1699.0,345.0,,5.0,100
7007007007336,SND-02-E,BASIC,TATTLY THREADS,Apparel,GREY,42,1699.0,1699.0,345.0,,5.0,100
7007007007337,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,360.0,,5.0,100
7007007007338,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,360.0,,5.0,100
7007007007339,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,360.0,,5.0,100
7007007007340,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,360.0,,5.0,100
7007007007341,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,360.0,,5.0,100
7007007007342,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,360.0,,5.0,100
7007007007343,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,360.0,,5.0,100
7007007007344,SND-03-E,BASIC,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,360.0,,5.0,100
7007007007345,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,35,1799.0,1799.0,360.0,,5.0,100
7007007007346,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,36,1799.0,1799.0,360.0,,5.0,100
7007007007347,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,37,1799.0,1799.0,360.0,,5.0,100
7007007007348,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,38,1799.0,1799.0,360.0,,5.0,100
7007007007349,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,39,1799.0,1799.0,360.0,,5.0,100
7007007007350,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,40,1799.0,1799.0,360.0,,5.0,100
7007007007351,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,41,1799.0,1799.0,360.0,,5.0,100
7007007007352,SND-03-E,BASIC,TATTLY THREADS,Apparel,CHIKKU,42,1799.0,1799.0,360.0,,5.0,100
7007007007353,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,35,1899.0,1899.0,310.0,,5.0,100
7007007007354,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,36,1899.0,1899.0,310.0,,5.0,100
7007007007355,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,37,1899.0,1899.0,310.0,,5.0,100
7007007007356,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,38,1899.0,1899.0,310.0,,5.0,100
7007007007357,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,39,1899.0,1899.0,310.0,,5.0,100
7007007007358,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,40,1899.0,1899.0,310.0,,5.0,100
7007007007359,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,41,1899.0,1899.0,310.0,,5.0,100
7007007007360,CH-20-F,BASIC,TATTLY THREADS,Apparel,BLACK,42,1899.0,1899.0,310.0,,5.0,100
7007007007361,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,35,1899.0,1899.0,310.0,,5.0,100
7007007007362,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,36,1899.0,1899.0,310.0,,5.0,100
7007007007363,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,37,1899.0,1899.0,310.0,,5.0,100
7007007007364,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,38,1899.0,1899.0,310.0,,5.0,100
7007007007365,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,39,1899.0,1899.0,310.0,,5.0,100
7007007007366,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,40,1899.0,1899.0,310.0,,5.0,100
7007007007367,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,41,1899.0,1899.0,310.0,,5.0,100
7007007007368,CH-20-F,BASIC,TATTLY THREADS,Apparel,BEIGE,42,1899.0,1899.0,310.0,,5.0,100
7007007007369,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,35,2299.0,2299.0,420.0,,5.0,100
7007007007370,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,36,2299.0,2299.0,420.0,,5.0,100
7007007007371,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,37,2299.0,2299.0,420.0,,5.0,100
7007007007372,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,38,2299.0,2299.0,420.0,,5.0,100
7007007007373,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,39,2299.0,2299.0,420.0,,5.0,100
7007007007374,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,40,2299.0,2299.0,420.0,,5.0,100
7007007007375,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,41,2299.0,2299.0,420.0,,5.0,100
7007007007376,CH-21-F,PARTY,TATTLY THREADS,Apparel,BLACK,42,2299.0,2299.0,420.0,,5.0,100
7007007007377,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,35,2299.0,2299.0,420.0,,5.0,100
7007007007378,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,36,2299.0,2299.0,420.0,,5.0,100
7007007007379,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,37,2299.0,2299.0,420.0,,5.0,100
7007007007380,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,38,2299.0,2299.0,420.0,,5.0,100
7007007007381,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,39,2299.0,2299.0,420.0,,5.0,100
7007007007382,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,40,2299.0,2299.0,420.0,,5.0,100
7007007007383,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,41,2299.0,2299.0,420.0,,5.0,100
7007007007384,CH-21-F,PARTY,TATTLY THREADS,Apparel,SULTAN,42,2299.0,2299.0,420.0,,5.0,100
7007007007385,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,35,1699.0,1699.0,350.0,,5.0,100
7007007007386,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,36,1699.0,1699.0,350.0,,5.0,100
7007007007387,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,37,1699.0,1699.0,350.0,,5.0,100
7007007007388,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,38,1699.0,1699.0,350.0,,5.0,100
7007007007389,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,39,1699.0,1699.0,350.0,,5.0,100
7007007007390,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,40,1699.0,1699.0,350.0,,5.0,100
7007007007391,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,41,1699.0,1699.0,350.0,,5.0,100
7007007007392,CH-22-F,BASIC,TATTLY THREADS,Apparel,BLACK,42,1699.0,1699.0,350.0,,5.0,100
7007007007393,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,35,1699.0,1699.0,350.0,,5.0,100
7007007007394,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,36,1699.0,1699.0,350.0,,5.0,100
7007007007395,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,37,1699.0,1699.0,350.0,,5.0,100
7007007007396,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,38,1699.0,1699.0,350.0,,5.0,100
7007007007397,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,39,1699.0,1699.0,350.0,,5.0,100
7007007007398,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,40,1699.0,1699.0,350.0,,5.0,100
7007007007399,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,41,1699.0,1699.0,350.0,,5.0,100
7007007007400,CH-22-F,BASIC,TATTLY THREADS,Apparel,CREAM,42,1699.0,1699.0,350.0,,5.0,100
7007007007401,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,35,1599.0,1599.0,320.0,,5.0,100
7007007007402,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,36,1599.0,1599.0,320.0,,5.0,100
7007007007403,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,37,1599.0,1599.0,320.0,,5.0,100
7007007007404,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,38,1599.0,1599.0,320.0,,5.0,100
7007007007405,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,39,1599.0,1599.0,320.0,,5.0,100
7007007007406,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,40,1599.0,1599.0,320.0,,5.0,100
7007007007407,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,41,1599.0,1599.0,320.0,,5.0,100
7007007007408,CH-23-F,BASIC,TATTLY THREADS,Apparel,BLACK,42,1599.0,1599.0,320.0,,5.0,100
7007007007409,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,35,1599.0,1599.0,320.0,,5.0,100
7007007007410,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,36,1599.0,1599.0,320.0,,5.0,100
7007007007411,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,37,1599.0,1599.0,320.0,,5.0,100
7007007007412,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,38,1599.0,1599.0,320.0,,5.0,100
7007007007413,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,39,1599.0,1599.0,320.0,,5.0,100
7007007007414,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,40,1599.0,1599.0,320.0,,5.0,100
7007007007415,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,41,1599.0,1599.0,320.0,,5.0,100
7007007007416,CH-23-F,BASIC,TATTLY THREADS,Apparel,CREAM,42,1599.0,1599.0,320.0,,5.0,100
7007007007417,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,35,1599.0,1599.0,325.0,,5.0,100
7007007007418,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,36,1599.0,1599.0,325.0,,5.0,100
7007007007419,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,37,1599.0,1599.0,325.0,,5.0,100
7007007007420,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,38,1599.0,1599.0,325.0,,5.0,100
7007007007421,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,39,1599.0,1599.0,325.0,,5.0,100
7007007007422,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,40,1599.0,1599.0,325.0,,5.0,100
7007007007423,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,41,1599.0,1599.0,325.0,,5.0,100
7007007007424,SND-04-F,BASIC,TATTLY THREADS,Apparel,BLACK,42,1599.0,1599.0,325.0,,5.0,100
7007007007425,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,35,1599.0,1599.0,325.0,,5.0,100
7007007007426,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,36,1599.0,1599.0,325.0,,5.0,100
7007007007427,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,37,1599.0,1599.0,325.0,,5.0,100
7007007007428,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,38,1599.0,1599.0,325.0,,5.0,100
7007007007429,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,39,1599.0,1599.0,325.0,,5.0,100
7007007007430,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,40,1599.0,1599.0,325.0,,5.0,100
7007007007431,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,41,1599.0,1599.0,325.0,,5.0,100
7007007007432,SND-04-F,BASIC,TATTLY THREADS,Apparel,CREAM,42,1599.0,1599.0,325.0,,5.0,100
7007007007433,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,35,1899.0,1899.0,360.0,,5.0,100
7007007007434,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,36,1899.0,1899.0,360.0,,5.0,100
7007007007435,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,37,1899.0,1899.0,360.0,,5.0,100
7007007007436,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,38,1899.0,1899.0,360.0,,5.0,100
7007007007437,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,39,1899.0,1899.0,360.0,,5.0,100
7007007007438,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,40,1899.0,1899.0,360.0,,5.0,100
7007007007439,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,41,1899.0,1899.0,360.0,,5.0,100
7007007007440,SND-05-G,REGULAR,TATTLY THREADS,Apparel,GUNMETAL,42,1899.0,1899.0,360.0,,5.0,100
7007007007441,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,35,1899.0,1899.0,360.0,,5.0,100
7007007007442,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,36,1899.0,1899.0,360.0,,5.0,100
7007007007443,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,37,1899.0,1899.0,360.0,,5.0,100
7007007007444,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,38,1899.0,1899.0,360.0,,5.0,100
7007007007445,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,39,1899.0,1899.0,360.0,,5.0,100
7007007007446,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,40,1899.0,1899.0,360.0,,5.0,100
7007007007447,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,41,1899.0,1899.0,360.0,,5.0,100
7007007007448,SND-05-G,REGULAR,TATTLY THREADS,Apparel,R-GOLD,42,1899.0,1899.0,360.0,,5.0,100
7007007007449,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,35,1899.0,1899.0,360.0,,5.0,100
