CURRENT PATH,PROPOSED PATH,OLD LENGTH,NEW LENGTH,RESPONSIBILITY,REASON
docs/walkthrough/foundation/Platform_Capability_Template_Workspace_v6.16.0.md,docs/walkthrough/foundation/Platform_2_3_4_5_6.md,49,21,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/inventory/Item_Master_Required_Fields_Validation_v3.22.0.md,docs/walkthrough/inventory/Item_Master.md,49,14,Documentation in docs/walkthrough/inventory,Standardized document filename <= 22 chars
docs/walkthrough/security/Company_Control_Center_Security_Hardening_v1.0.md,docs/walkthrough/security/Company_Control.md,49,18,Documentation in docs/walkthrough/security,Standardized document filename <= 22 chars
scripts/audit_company_database_lifecycle_architecture.py,scripts/audit_db_life.py,48,16,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_company_onboarding_production_readiness.py,scripts/audit_onboarding.py,48,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/SMRITI_FULFILLMENT_DISPATCH_ARCHITECTURE_v1.0.md,docs/architecture/FULFILLMENT.md,48,14,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/foundation/CRM_Loyalty_CustomerMaster_Split_Plan_v3.16.0.md,docs/implementation/foundation/CRM_Loyalty.md,48,14,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/One_Command_Installation_Scripts_Plan_v3.16.0.md,docs/implementation/foundation/One_Command.md,48,14,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/Platform_Refactor_Slice2_Party_Item_Plan_v1.0.md,docs/implementation/foundation/Platform_Refactor_7.md,48,22,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_Master_Data_Consolidation_Plan_v3.17.0.md,docs/implementation/foundation/Master_Data.md,48,14,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Alembic_Schema_Unification_v3.14.4.md,docs/walkthrough/foundation/Fdn_Alembic.md,48,14,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_CRM_Loyalty_Legacy_Removal_v3.16.1.md,docs/walkthrough/foundation/Fdn_CRM_Loyalty_2.md,48,20,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Report_User_Role_Expansion_v3.16.0.md,docs/walkthrough/foundation/Fdn_Report_User_2.md,48,20,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_SEEF_v1.0_Error_Experience_v3.16.0.md,docs/walkthrough/foundation/Fdn_SEEF_v1.0.md,48,16,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Sales_POS_Ledger_Unification_v6.16.0.md,docs/walkthrough/foundation/Platform_Sales.md,48,17,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/inventory/Item_Master_Pricing_Fields_Validation_v3.23.0.md,docs/walkthrough/inventory/Item_Master_2.md,48,16,Documentation in docs/walkthrough/inventory,Standardized document filename <= 22 chars
docs/walkthrough/sales/Sales_Invoice_Frontend_Backend_Wiring_v3.22.0.md,docs/walkthrough/sales/Sales_Invoice.md,48,16,Documentation in docs/walkthrough/sales,Standardized document filename <= 22 chars
docs/adr/ADR-POS-002-ShiftCashTransaction-FK-Deferral.md,docs/adr/ADR-POS-002-ShiftC.md,47,21,Documentation in docs/adr,Standardized document filename <= 22 chars
docs/architecture/SMRITI_COMPANY_001_FUNCTIONAL_READINESS_v1.0.md,docs/architecture/COMPANY_001.md,47,14,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/foundation/Excel_Grid_Header_Paste_Mapping_Plan_v3.16.0.md,docs/implementation/foundation/Excel_Grid_Header.md,47,20,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/Report_User_Role_Implementation_Plan_v3.16.0.md,docs/implementation/foundation/Report_User_Role.md,47,19,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_Master_Framework_Phase_A_Plan_v3.16.0.md,docs/implementation/foundation/Master_Framework_2.md,47,21,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/db/PostgreSQL_Initialization_Walkthrough_v2.1.4.md,docs/walkthrough/db/PostgreSQL.md,47,13,Documentation in docs/walkthrough/db,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Master_Data_Consolidation_v3.17.0.md,docs/walkthrough/foundation/Fdn_Master_Data.md,47,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_MyPy_Baseline_And_Bug_Fix_v3.16.0.md,docs/walkthrough/foundation/Fdn_MyPy_Baseline.md,47,20,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/MC2_Phase5D_Deprecated_Alias_Cleanup_v3.20.0.md,docs/walkthrough/foundation/MC2_Phase5D.md,47,14,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Accounting_MultiCurrency_FX_v6.16.0.md,docs/walkthrough/foundation/Platform_2_3_4_5__7.md,47,22,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Universal_Party_Item_Master_v6.16.0.md,docs/walkthrough/foundation/Platform_2_3_4_5__8.md,47,22,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/_audit/PSV_COMPANY_LOCAL_ARCHITECTURE_CERTIFICATION.md,docs/_audit/PSV_COMPANY_LOCAL.md,47,20,Documentation in docs/_audit,Standardized document filename <= 22 chars
backend/tests/test_distribution_and_shared_pricing_engine.py,backend/tests/t_dist_pricing.py,46,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/verify_smritisys_multi_company_architecture.py,scripts/verify_multi_comp.py,46,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_IMPLEMENTATION_PLAN.md,docs/architecture/PRODUCT_IDENTITY.md,46,19,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_BUSINESS_BEHAVIOR_CONTROL_PLANE_v1.0.md,docs/architecture/BUSINESS_BEHAVIOR.md,46,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_COST_PROFITABILITY_INTELLIGENCE_v1.0.md,docs/architecture/COST.md,46,7,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_REPORT_EXECUTION_DATA_INTEGRITY_v1.0.md,docs/architecture/REPORT_EXECUTION.md,46,19,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/foundation/Platform_ProPOS_Cash_Drawer_UI_Plan_v6.16.0.md,docs/implementation/foundation/Platform_ProPOS.md,46,18,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_Error_Experience_Framework_v1.0_Plan.md,docs/implementation/foundation/Error_Experience.md,46,19,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/analytics/Analytics_Integration_Hub_And_Audit_v3.23.0.md,docs/walkthrough/analytics/Analytics.md,46,12,Documentation in docs/walkthrough/analytics,Standardized document filename <= 22 chars
docs/walkthrough/db/Database_Manager_Studio_Walkthrough_v3.29.0.md,docs/walkthrough/db/Database_Manager.md,46,19,Documentation in docs/walkthrough/db,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Routing_Boundary_Hardening_v6.16.0.md,docs/walkthrough/foundation/Platform_Routing.md,46,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Sales_Purchase_StranglerFig_Cleanup_v3.21.0.md,docs/walkthrough/foundation/Sales_Purchase.md,46,17,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/user_guide/User_Training_Blueprint_Walkthrough_v3.16.0.md,docs/walkthrough/user_guide/User_Training.md,46,16,Documentation in docs/walkthrough/user_guide,Standardized document filename <= 22 chars
docs/_audit/ECOMMERCE_DOCUMENTATION_FINAL_CERTIFICATION.md,docs/_audit/ECOMMERCE.md,46,12,Documentation in docs/_audit,Standardized document filename <= 22 chars
backend/tests/test_fulfillment_and_dispatch_architecture.py,backend/tests/t_fulfillment.py,45,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_offline_conflict_resolution_scenarios.py,backend/tests/t_conflict_res.py,45,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_tax_invoice_gst_exclusive_calculation.py,backend/tests/t_tax_invoice.py,45,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_smritisys_multi_company_architecture.py,scripts/audit_multi_comp.py,45,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/reconcile_company_001_schema_and_readiness.py,scripts/reconcile_comp001.py,45,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/SMRITI_CONFIGURATION_OWNERSHIP_MATRIX_v1.0.md,docs/architecture/CONFIGURATION.md,45,16,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_MULTI_COMPANY_DATABASE_ARCHITECTURE.md,docs/architecture/MULTI_COMPANY_2.md,45,18,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_REAL_WORLD_WORKFLOW_VALIDATION_v1.0.md,docs/architecture/REAL_WORLD.md,45,13,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/foundation/Project_Header_Standardization_Plan_v3.3.0.md,docs/implementation/foundation/Project_Header.md,45,17,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/Setup_Wizard_Completion_Checkpoint_v3.21.0.md,docs/implementation/foundation/Setup_Wizard.md,45,15,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_MULTI_DB_PLATFORM_ARCHITECTURE_V1.1.md,docs/implementation/foundation/MULTI_DB_PLATFORM.md,45,20,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/db/DB_Unification_And_Security_Hotfix_v3.15.0.md,docs/walkthrough/db/DB_Unification.md,45,17,Documentation in docs/walkthrough/db,Standardized document filename <= 22 chars
docs/walkthrough/devops/Devops_Git_Runtime_Metrics_Support_v3.14.2.md,docs/walkthrough/devops/Devops_Git.md,45,13,Documentation in docs/walkthrough/devops,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Blueprint_UIExperience_IntegrationHub_v1.0.md,docs/walkthrough/foundation/Blueprint.md,45,12,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_About_Module_Walkthrough_v3.4.0.md,docs/walkthrough/foundation/Fdn_About_Module.md,45,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Express_HREP_Compliance_v3.14.3.md,docs/walkthrough/foundation/Fdn_Express_HREP.md,45,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_FastAPI_Core_Walkthrough_v3.6.0.md,docs/walkthrough/foundation/Fdn_FastAPI_Core.md,45,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/MC2_Phase4A_URL_Contract_Alignment_v3.19.0.md,docs/walkthrough/foundation/MC2_Phase4A_URL.md,45,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/reports/Reporting_Platform_And_Data_Integrity_v1.0.md,docs/walkthrough/reports/Reporting.md,45,12,Documentation in docs/walkthrough/reports,Standardized document filename <= 22 chars
backend/tests/test_universal_party_and_item_convergence.py,backend/tests/t_univ_converge.py,44,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/apply_company_database_registry_migration.py,scripts/apply_db_registry.py,44,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/OFFLINE_CONFLICT_RESOLUTION_POLICY_MATRIX.md,docs/architecture/OFFLINE_CONFLICT.md,44,19,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_CRM_LOYALTY_SICE_ARCHITECTURE_v1.0.md,docs/architecture/CRM_LOYALTY_SICE.md,44,19,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_CUSTOMER_360_GROWTH_ECOSYSTEM_v1.0.md,docs/architecture/CUSTOMER_360.md,44,15,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_DATABASE_ROUTING_ARCHITECTURE_v1.0.md,docs/architecture/DATABASE_ROUTING.md,44,19,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_PROMOTION_CONFLICT_RESOLUTION_v1.0.md,docs/architecture/PROMOTION.md,44,12,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/cge/PSV_CGE_PDT_And_Offline_Sync_Plan_v3.22.0.md,docs/implementation/cge/PSV_CGE_PDT_And.md,44,18,Documentation in docs/implementation/cge,Standardized document filename <= 22 chars
docs/implementation/foundation/Inventory_Products_Migration_Plan_v3.15.0.md,docs/implementation/foundation/Inv_Products.md,44,15,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/sales/SMRITI_Cross_Module_Validation_Audit_v1.1.md,docs/implementation/sales/Cross_Module.md,44,15,Documentation in docs/implementation/sales,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Dev_Tracker_Walkthrough_v3.5.0.md,docs/walkthrough/foundation/Fdn_Dev_Tracker.md,44,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Inventory_StranglerFig_Completion_v3.21.0.md,docs/walkthrough/foundation/Inv_StranglerFig.md,44,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/reports/Reports_Analytics_Studio_Refactor_v3.28.0.md,docs/walkthrough/reports/Reports_Analytics.md,44,20,Documentation in docs/walkthrough/reports,Standardized document filename <= 22 chars
docs/walkthrough/reports/Reports_FastAPI_Reports_Migration_v3.15.0.md,docs/walkthrough/reports/Reports_FastAPI.md,44,18,Documentation in docs/walkthrough/reports,Standardized document filename <= 22 chars
docs/walkthrough/sales/Sales_Studio_Expansion_Walkthrough_v2.1.1.md,docs/walkthrough/sales/Sales_Studio.md,44,15,Documentation in docs/walkthrough/sales,Standardized document filename <= 22 chars
docs/_audit/PARALLEL_DEVELOPMENT_CERTIFICATION_STATUS.md,docs/_audit/PARALLEL.md,44,11,Documentation in docs/_audit,Standardized document filename <= 22 chars
docs/_audit/SMRITI_BUSINESS_PROCESS_ACCEPTANCE_MATRIX.md,docs/_audit/BUSINESS_PROCESS.md,44,19,Documentation in docs/_audit,Standardized document filename <= 22 chars
backend/tests/test_cost_and_profitability_intelligence.py,backend/tests/t_cost_profit.py,43,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_multi_company_database_architecture.py,backend/tests/t_multi_comp_db.py,43,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_report_execution_and_data_integrity.py,backend/tests/t_report_exec.py,43,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_smrititaxinvoice_immutability_guard.py,backend/tests/t_inv_immutable.py,43,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_alphanumeric_company_code_refactor.py,scripts/audit_comp_code.py,43,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/SMRITI_COMP001_PRODUCTION_READINESS_v1.0.md,docs/architecture/COMP001.md,43,10,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_CONTROL_PLANE_MIGRATION_PLAN_v1.0.md,docs/architecture/CONTROL_PLANE.md,43,16,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/governance/MC-AUDIT-ENTITY-METADATA_evidence_ledger.md,docs/governance/MC-AUDIT-ENTITY-ME.md,43,21,Documentation in docs/governance,Standardized document filename <= 22 chars
docs/implementation/foundation/Login_Company_Selector_Flow_Plan_v3.25.0.md,docs/implementation/foundation/Login_Company.md,43,16,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_Master_UIUX_Refactor_Plan_v3.17.0.md,docs/implementation/foundation/Master_UIUX.md,43,14,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_Product_Image_Framework_Plan_v1.0.md,docs/implementation/foundation/Product_Image.md,43,16,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/pos/POS_SmritiBillingTerminal_Stitch_v3.30.0.md,docs/walkthrough/pos/POS.md,43,6,Documentation in docs/walkthrough/pos,Standardized document filename <= 22 chars
docs/walkthrough/procurement/Procurement_PurchaseOrder_Stitch_v3.32.0.md,docs/walkthrough/procurement/Procurement.md,43,14,Documentation in docs/walkthrough/procurement,Standardized document filename <= 22 chars
docs/_audit/LEGACY_175_TABLE_FORENSIC_CLASSIFICATION.md,docs/_audit/LEGACY_175_TABLE.md,43,19,Documentation in docs/_audit,Standardized document filename <= 22 chars
backend/tests/test_ephemeral_tenant_migration_harness.py,backend/tests/t_tenant_migr.py,42,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_governed_logic_and_reproducibility.py,backend/tests/t_gov_logic.py,42,14,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_fulfillment_dispatch_architecture.py,scripts/audit_fulfill.py,42,16,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/implementation/foundation/About_Module_Implementation_Plan_v3.4.0.md,docs/implementation/foundation/About_Module_Plan.md,42,20,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/Report_User_Role_Expansion_Plan_v3.16.0.md,docs/implementation/foundation/Report_User_Role_2.md,42,21,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITIDocker_Repo_Creation_Plan_v3.16.0.md,docs/implementation/foundation/SMRITIDocker_Repo.md,42,20,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/barcode/Barcode_TagLabelPrinting_Stitch_v3.31.0.md,docs/walkthrough/barcode/Barcode.md,42,10,Documentation in docs/walkthrough/barcode,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Outbox_Analytics_Plane_v6.16.0.md,docs/walkthrough/foundation/Platform_Outbox.md,42,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/pos/POS_DeepReview_Fixes_Walkthrough_v2.1.3.md,docs/walkthrough/pos/POS_DeepReview.md,42,17,Documentation in docs/walkthrough/pos,Standardized document filename <= 22 chars
scripts/audit_frontend_vite_react_architecture.py,scripts/audit_fe_arch.py,41,16,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/run_level_c_true_dom_e2e_certification.py,scripts/run_true_dom_e2e.py,41,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/SMRITISYS_DATABASE_IDENTITY_AUDIT_v1.0.md,docs/architecture/SMRITISYS.md,41,12,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_COMPANY_CONTROL_CENTER_E2E_v1.0.md,docs/architecture/COMPANY_CONTROL.md,41,18,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_COMPANY_DATABASE_LIFECYCLE_v1.0.md,docs/architecture/COMPANY_DATABASE_2.md,41,21,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_REPORTING_DASHBOARD_ENGINE_v1.0.md,docs/architecture/REPORTING.md,41,12,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/governance/MC-METADATA-ARCHITECTURE-DECISION_v1.0.md,docs/governance/MC-METADATA-ARCHIT.md,41,21,Documentation in docs/governance,Standardized document filename <= 22 chars
docs/implementation/foundation/Dev_Tracker_Implementation_Plan_v3.5.0.md,docs/implementation/foundation/Dev_Tracker_Plan.md,41,19,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/sales/CRM_Audit_And_POS_Upgrades_Plan_v2.1.2.md,docs/implementation/sales/CRM_Audit_And_POS.md,41,20,Documentation in docs/implementation/sales,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Authentication_Layer_v3.9.0.md,docs/walkthrough/foundation/Fdn_2.md,41,8,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Dynamic_Item_Master_v3.16.0.md,docs/walkthrough/foundation/Fdn_Dynamic_Item.md,41,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_ProPOS_Cash_Drawer_UI_v6.16.0.md,docs/walkthrough/foundation/Platform_ProPOS.md,41,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Reports_StranglerFig_Migration_v3.21.0.md,docs/walkthrough/foundation/Reports.md,41,10,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/System_Master_Barcode_Refactor_v3.28.0.md,docs/walkthrough/foundation/System_Master.md,41,16,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Tax_Invoice_EWay_Bill_AcroForm_v3.16.0.md,docs/walkthrough/foundation/Tax_Invoice_EWay.md,41,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/procurement/Create_Purchase_Order_Refactor_v3.28.0.md,docs/walkthrough/procurement/Create_Purchase.md,41,18,Documentation in docs/walkthrough/procurement,Standardized document filename <= 22 chars
docs/_audit/FINAL_TABLE_OWNERSHIP_AUTHORITY_MATRIX.md,docs/_audit/FINAL_TABLE.md,41,14,Documentation in docs/_audit,Standardized document filename <= 22 chars
docs/_audit/RUNTIME_OWNERSHIP_CERTIFICATION_REPORT.md,docs/_audit/RUNTIME_OWNERSHIP.md,41,20,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/sales/SmritiDistributorTaxInvoiceWorkspace.tsx,src/components/sales/DistTaxInvoiceWs.tsx,40,20,UI component in src/components/sales,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
backend/app/services/unified_approval_communicator_service.py,backend/app/services/unified_approval.py,40,19,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
scripts/audit_cost_profitability_intelligence.py,scripts/audit_cost_profit.py,40,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_report_execution_data_integrity.py,scripts/audit_report_exec.py,40,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/dev/audit_frontend_backend_route_coverage.py,scripts/dev/audit_route_cov.py,40,18,Tooling / migration / audit script in scripts/dev,Cleaned script filename to domain + action <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_CONFIGURATION.md,docs/architecture/PRODUCT_IDENTITY_2.md,40,21,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_STATE_MACHINE.md,docs/architecture/PRODUCT_IDENTITY__3.md,40,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_BLUEPRINT_PENDING_WORK_ROADMAP.md,docs/architecture/BLUEPRINT_PENDING.md,40,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_PLATFORM_IMPLEMENTATION_STATUS.md,docs/architecture/PLATFORM.md,40,11,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_UI_UX_CONTROL_PLANE_AUDIT_v1.0.md,docs/architecture/UI_UX_CONTROL.md,40,16,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/audits/SMRITI_INTERNAL_ROLE_DASHBOARDS_AUDIT.md,docs/audits/INTERNAL_ROLE.md,40,16,Documentation in docs/audits,Standardized document filename <= 22 chars
docs/governance/METADATA_ARCHITECTURE_EVIDENCE_LEDGER.md,docs/governance/METADATA.md,40,11,Documentation in docs/governance,Standardized document filename <= 22 chars
docs/walkthrough/crm/Customer_CRM_Loyalty_Refactor_v3.28.0.md,docs/walkthrough/crm/Customer_CRM.md,40,15,Documentation in docs/walkthrough/crm,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Split_Requirements_v3.14.0.md,docs/walkthrough/foundation/Fdn_Split.md,40,12,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/MC2_Phase5_Express_Retirement_v3.20.0.md,docs/walkthrough/foundation/MC2_Phase5.md,40,13,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Platform_Accounting_REST_APIs_v6.16.0.md,docs/walkthrough/foundation/Platform_2_3_4_5__9.md,40,22,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/pos/POS_Billing_Terminal_Refactor_v3.28.0.md,docs/walkthrough/pos/POS_Billing.md,40,14,Documentation in docs/walkthrough/pos,Standardized document filename <= 22 chars
docs/walkthrough/procurement/Procurement_Supplier_Payments_v3.13.0.md,docs/walkthrough/procurement/Procurement_2.md,40,16,Documentation in docs/walkthrough/procurement,Standardized document filename <= 22 chars
docs/_audit/SMRITI_USER_TRAINING_READINESS_MATRIX.md,docs/_audit/USER_TRAINING.md,40,16,Documentation in docs/_audit,Standardized document filename <= 22 chars
backend/app/services/unified_workspace_capability_service.py,backend/app/services/workspace_cap_svc.py,39,20,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/tests/test_company_control_center_security.py,backend/tests/t_comp_ctr_sec.py,39,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_e2e_tenant_security_and_routing.py,backend/tests/t_tenant_sec.py,39,15,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_item_master_required_validation.py,backend/tests/t_item_val.py,39,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_reference_data_and_localization.py,backend/tests/t_ref_data_loc.py,39,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_wms_phase4_audit_reconciliation.py,backend/tests/t_wms_phase4.py,39,15,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_company_db_provisioning_engine.py,scripts/audit_db_prov.py,39,16,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_real_world_workflow_validation.py,scripts/audit_workflow.py,39,17,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/SMRITI_RUNTIME_DATABASE_VERIFICATION.md,docs/RUNTIME_DATABASE.md,39,19,Documentation in docs,Standardized document filename <= 22 chars
docs/architecture/SMRITI_FRONTEND_VITE_REACT_GATE_v1.0.md,docs/architecture/FRONTEND_VITE.md,39,16,Documentation in docs/architecture,Standardized document filename <= 22 chars
